ID,SKU,Marke,Produkt,Kategorie,Status,Beschreibung neu,Kurzbeschreibung neu,SEO-Titel,Meta-Description,Focus-Keyword,Quelle
12121,HJ-3562929,(sonstige),Alge Bio Hanfsamen Öl,Hanföl / Lebensmittel,fertig,"<p>Das Alge Bio Hanfsamenöl stammt aus erster Kaltpressung und wird in Rohkostqualität hergestellt – also ohne Erhitzung, die die Fettsäuren verändern würde.</p>
<p>Die grün-goldene Farbe kommt von natürlichem Chlorophyll und Carotinoiden. Der Hersteller empfiehlt, das Öl kühl, dunkel und gut verschlossen zu lagern, aber nicht im Kühlschrank, und es nach dem Öffnen zügig zu verbrauchen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % Hanföl aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> Deutschland</li>
<li><b>Verarbeitung:</b> erste Kaltpressung, Rohkostqualität</li>
<li><b>Farbe:</b> grün-gold durch Chlorophyll und Carotinoide</li>
<li><b>Lagerhinweis:</b> kühl und dunkel, nicht im Kühlschrank</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Kaltgepresstes Bio-Hanfsamenöl in Rohkostqualität aus Deutschland – grün-gold durch Chlorophyll und Carotinoide.</p>
",Alge Bio Hanfsamen Öl kaufen | Hanfjack,"Alge Bio Hanfsamenöl: erste Kaltpressung, Rohkostqualität, aus Deutschland, grün-goldene Farbe. Jetzt bei Hanfjack bestellen.",Alge Bio Hanfsamen Öl,"Produktdaten Shop, abgerufen 14.09.2026"
12172,HJ-2868475,(sonstige),Alge Bio Kokosblütenzucker Rohkost,Gewürze / Lebensmittel,fertig,"<p>Der Alge Bio Kokosblütenzucker wird aus dem Nektar der Kokosblüte gewonnen und in Indonesien in traditioneller Handarbeit hergestellt.</p>
<p>Geschmacklich bringt er eine feine Karamellnote mit und lässt sich wie Rohrzucker in Kaffee, Tee, Backwaren und Desserts verwenden. Der glykämische Index liegt laut Hersteller bei etwa 35.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % Kokosblütenzucker aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> Indonesien</li>
<li><b>Verarbeitung:</b> Rohkostqualität, traditionelle Handarbeit</li>
<li><b>Glykämischer Index:</b> laut Hersteller etwa 35</li>
<li><b>Eigenschaften:</b> frei von Zusätzen, vegan, gluten- und laktosefrei</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Bio-Kokosblütenzucker aus Indonesien in Rohkostqualität – feine Karamellnote, glykämischer Index laut Hersteller etwa 35.</p>
",Alge Bio Kokosblütenzucker Rohkost kaufen | Hanfjack,"Alge Bio Kokosblütenzucker: Rohkostqualität aus Indonesien, Karamellnote, glykämischer Index etwa 35. Jetzt bei Hanfjack bestellen.",Alge Bio Kokosblütenzucker Rohkost,"Produktdaten Shop, abgerufen 14.09.2026"
12182,HJ-4952685,(sonstige),Alge Bio Kubisches Halit Salz,Gewürze / Lebensmittel,fertig,"<p>Das Alge Kubische Halit Salz ist ein naturbelassenes Steinsalz aus Pakistan mit glasklarer, kubischer Kristallstruktur.</p>
<p>Der Hersteller gibt einen Natriumchlorid-Anteil von bis zu 99,9 % an. Verwendet wird es als Speisesalz in der Mühle, für Solewasser oder für Solebäder.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % naturbelassenes Steinsalz</li>
<li><b>Herkunft:</b> Pakistan</li>
<li><b>Verarbeitung:</b> naturbelassen, unbehandelt</li>
<li><b>Natriumchlorid:</b> bis zu 99,9 %</li>
<li><b>Kristallstruktur:</b> kubisch, nahezu glasklar</li>
<li><b>Verwendung:</b> Speisesalz, Salzmühle, Solewasser und Solebäder</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Naturbelassenes Steinsalz aus Pakistan mit kubischer Kristallstruktur und bis zu 99,9 % Natriumchlorid.</p>
",Alge Bio Kubisches Halit Salz kaufen | Hanfjack,"Alge Kubisches Halit Salz: naturbelassenes Steinsalz aus Pakistan, bis zu 99,9 % Natriumchlorid. Jetzt bei Hanfjack bestellen.",Alge Bio Kubisches Halit Salz,"Produktdaten Shop, abgerufen 14.09.2026"
12141,HJ-7747535,(sonstige),Alge Chia Samen Bio Rohkost,Lebensmittel / Rohkost,fertig,"<p>Die Alge Chia Samen stammen aus kontrolliert biologischem Anbau in Paraguay und werden in Rohkostqualität verarbeitet.</p>
<p>Chia-Samen binden ein Vielfaches ihres Gewichts an Flüssigkeit und werden deshalb häufig für Puddings und Overnight Oats verwendet. Die Nährwertangabe des Herstellers nennt 20 g Omega-3-Fettsäuren je 100 g, davon 20 g Alpha-Linolensäure. Als Portion gibt er 10 g an.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % Chia-Samen aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> Paraguay</li>
<li><b>Verarbeitung:</b> Rohkostqualität</li>
<li><b>Nährwert je 100 g:</b> 20 g Omega-3-Fettsäuren, davon 20 g Alpha-Linolensäure; 3 mg Vitamin E</li>
<li><b>Portionsangabe:</b> 10 g</li>
<li><b>Größen:</b> 200 g, 500 g und 1 kg</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Bio-Chia-Samen aus Paraguay in Rohkostqualität – 20 g Omega-3-Fettsäuren je 100 g, in 200 g, 500 g und 1 kg.</p>
",Alge Chia Samen Bio Rohkost kaufen | Hanfjack,"Alge Bio Chia Samen: Rohkostqualität aus Paraguay, 20 g Omega-3-Fettsäuren je 100 g, drei Größen. Jetzt bei Hanfjack bestellen.",Alge Chia Samen Bio Rohkost,"Produktdaten Shop, abgerufen 14.09.2026"
12130,HJ-3476579,(sonstige),Alge Goji Beeren Bio Rohkost,Rohkost / Lebensmittel,fertig,"<p>Die Alge Goji Beeren werden sonnengetrocknet und in Rohkostqualität verarbeitet – ohne Erhitzung und ohne Zusätze.</p>
<p>Goji-Beeren schmecken leicht süß-säuerlich und lassen sich pur, im Müsli oder in Backwaren verwenden. Erhältlich sind 200 g, 500 g und 1 kg.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % Goji-Beeren aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> China</li>
<li><b>Verarbeitung:</b> sonnengetrocknet, Rohkostqualität</li>
<li><b>Größen:</b> 200 g, 500 g und 1 kg</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Sonnengetrocknete Bio-Goji-Beeren in Rohkostqualität – ohne Zusätze, in 200 g, 500 g und 1 kg.</p>
",Alge Goji Beeren Bio Rohkost kaufen | Hanfjack,"Alge Bio Goji Beeren: sonnengetrocknet in Rohkostqualität, ohne Zusätze, in 200 g, 500 g und 1 kg. Jetzt bei Hanfjack bestellen.",Alge Goji Beeren Bio Rohkost,"Produktdaten Shop, abgerufen 14.09.2026"
12151,HJ-1541411,(sonstige),Alge Maca Pulver Bio Rohkost,Lebensmittel / Rohkost,fertig,"<p>Das Alge Maca Pulver stammt aus biologischem Anbau in den peruanischen Anden und wird in Rohkostqualität verarbeitet.</p>
<p>Das Pulver lässt sich in Smoothies, Müsli, Shakes und Bowls einrühren. Der Hersteller nennt eine Portionsgröße von 10 bis 15 g täglich. Die Verpackung ist plastikfrei und recycelbar.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % Maca-Pulver aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> Peru</li>
<li><b>Verarbeitung:</b> Rohkostqualität, ohne Zusätze</li>
<li><b>Portionsangabe:</b> 10 bis 15 g täglich</li>
<li><b>Eigenschaften:</b> ohne Zusätze, ohne Zucker, gluten- und laktosefrei</li>
<li><b>Verpackung:</b> plastikfrei und recycelbar</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Bio-Maca-Pulver aus Peru in Rohkostqualität – ohne Zusätze, plastikfrei verpackt.</p>
",Alge Maca Pulver Bio Rohkost kaufen | Hanfjack,"Alge Bio Maca Pulver: Rohkostqualität aus Peru, ohne Zusätze und Zucker, plastikfrei verpackt. Jetzt bei Hanfjack bestellen.",Alge Maca Pulver Bio Rohkost,"Produktdaten Shop, abgerufen 14.09.2026"
12162,HJ-5674666,(sonstige),Alge Schwarzer Sesam Bio Rohkost,Rohkost / Lebensmittel,fertig,"<p>Der Alge Schwarze Sesam stammt aus kontrolliert biologischem Anbau in Mexiko und wird in Rohkostqualität verarbeitet.</p>
<p>Schwarzer Sesam schmeckt kräftiger als die helle Variante und wird über Müsli, Salate oder in Smoothies gegeben. Der Hersteller gibt über 20 g Protein je 100 g an.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Zutaten:</b> 100 % schwarzer Sesam aus kontrolliert biologischem Anbau</li>
<li><b>Herkunft:</b> Mexiko</li>
<li><b>Verarbeitung:</b> Rohkostqualität</li>
<li><b>Nährwert je 100 g:</b> über 20 g Protein</li>
<li><b>Lagerung:</b> kühl, trocken und lichtgeschützt</li>
</ul>
<h3>Hinweise</h3>
<p>Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind nicht zugelassen und werden hier bewusst nicht gemacht. Kühl, trocken und verschlossen lagern.</p>
","<p>Schwarzer Bio-Sesam aus Mexiko in Rohkostqualität – kräftiger im Geschmack als heller Sesam.</p>
",Alge Schwarzer Sesam Bio Rohkost kaufen | Hanfjack,"Alge Bio Schwarzer Sesam: Rohkostqualität aus Mexiko, über 20 g Protein je 100 g, ohne Zusätze. Jetzt bei Hanfjack bestellen.",Alge Schwarzer Sesam Bio Rohkost,"Produktdaten Shop, abgerufen 14.09.2026"
28686,HJ-1412865,(sonstige),Amsterdam Genetics Milkshake Kush Auto 3er Pack,Automatisch,fertig,"<p>Die Milkshake Kush Auto von Amsterdam Genetics kreuzt AK-47 mit Choco Kush und ist indicadominant. Der Züchter gibt 15 bis 20 % THC an – ein moderater Wert im Vergleich zu den Hochprozentern im Sortiment.</p>
<p>Die Blüte dauert 56 bis 63 Tage. Der Name bezieht sich auf das Aromaprofil: süßer Fudge mit Schokoladennote und einer würzigen Kante.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> AK-47 × Choco Kush</li>
<li><b>Genanteile:</b> indicadominant, ohne Prozentangabe des Züchters</li>
<li><b>THC:</b> 15–20 %</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> 56–63 Tage</li>
<li><b>Terpene:</b> Limonen, Caryophyllen und Myrcen</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Als Aroma sind Süßer Fudge, würzig und Schokolade hinterlegt.</p>
<h3>Wirkung</h3>
<p>Die hinterlegte Wirkungsbeschreibung nennt entspannend und euphorisch.</p>
<h3>Hinweise</h3>
<p>Autoflowering-Pflanzen lassen sich nicht über die Beleuchtungsdauer steuern. Sie gehören von Anfang an in den Endtopf, weil sie einen Umtopf-Stopp im kurzen Zyklus nicht mehr aufholen.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Indicadominante Autoflower aus AK-47 × Choco Kush mit 15 bis 20 % THC – 56 bis 63 Tage, Fudge-Schokoladen-Profil.</p>
",Milkshake Kush Auto Hanfsamen kaufen | Hanfjack,"Milkshake Kush Auto von Amsterdam Genetics: AK-47 × Choco Kush, 15–20 % THC, 56–63 Tage Blüte. Jetzt bei Hanfjack bestellen.",Milkshake Kush Auto Samen,Produktdaten Shop
23435,HJ-5866962,(sonstige),Amsterdam Magnet Rolling Tray Cover Stoned 18 x 14 cm,Angebote / Rolling Trays,fertig,"<p>Das Amsterdam Magnet Rolling Tray Cover misst 18 × 14 cm und wird magnetisch auf ein passendes Rolling Tray gesetzt.</p>
<p>Der Deckel hält den Inhalt an Ort und Stelle, wenn das Tray bewegt oder verstaut wird. Gestaltet ist er mit einem Stoned-Artwork.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Maße:</b> 18 × 14 cm</li>
<li><b>Befestigung:</b> magnetisch</li>
<li><b>Zweck:</b> Abdeckung für Rolling Trays</li>
<li><b>Design:</b> Stoned-Artwork</li>
</ul>
<h3>Hinweise</h3>
<p>Magnetdeckel halten das Tray beim Transport geschlossen, ersetzen aber keine luftdichte Dose. Für längere Aufbewahrung ist ein verschließbares Gefäß die bessere Wahl.</p>
","<p>Magnetischer Deckel für Rolling Trays mit 18 × 14 cm und Stoned-Artwork – hält den Inhalt beim Transport an Ort.</p>
",Amsterdam Magnet Rolling Tray Cover 18x14 cm kaufen | Hanfjack,Amsterdam Magnet Rolling Tray Cover: magnetischer Deckel mit 18 × 14 cm und Stoned-Artwork. Jetzt bei Hanfjack bestellen.,Amsterdam Magnet Rolling Tray Cover Stoned 18 x 14 cm,"Produktdaten Shop, abgerufen 14.09.2026"
9036,HJ-9225245,(sonstige),Atomic Acryl 48mm,Kräutermühlen,fertig,"<p>Der Atomic Grinder aus Acryl misst 48 mm im Durchmesser. Acryl ist leichter als Metall und entsprechend günstiger.</p>
<p>Erhältlich ist er in Weiß, Rot, Schwarz, Grün, Blau und Orange. Durch die kompakte Größe passt er in jede Tasche.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Durchmesser:</b> 48 mm</li>
<li><b>Material:</b> Acryl</li>
<li><b>Farben:</b> Weiß, Rot, Schwarz, Grün, Blau und Orange</li>
</ul>
<h3>Hinweise</h3>
<p>Acrylzähne nutzen sich schneller ab als Metallzähne und vertragen keine Gewalt. Für den täglichen Gebrauch über Jahre ist ein Aluminiumgrinder die haltbarere Wahl.</p>
","<p>Kompakter Grinder aus Acryl mit 48 mm Durchmesser – erhältlich in sechs Farben.</p>
",Atomic Acryl Grinder 48 mm kaufen | Hanfjack,"Atomic Acryl Grinder, 48 mm: leichter Kunststoffgrinder in sechs Farben, kompakt für unterwegs. Jetzt bei Hanfjack bestellen.",Atomic Acryl 48mm,"Produktdaten Shop, abgerufen 14.09.2026"
23198,HJ-5429473,(sonstige),Bio Hanf Tee Sweed Clean 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Clean ist eine Kräuterteemischung auf Basis von Hanfblättern. Zu den Hanfblättern kommen Brennnessel, Zitronenverbene und Zitronengras.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als frisch-krautig mit wärmender Zitrusnote. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Brennnessel, Zitronenverbene und Zitronengras</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Brennnessel – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Clean 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Clean, 30 g: Kräuterteemischung mit Brennnessel, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Clean 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23181,HJ-3637676,(sonstige),Bio Hanf Tee Sweed Dreams 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Dreams ist eine Kräuterteemischung auf Basis von Hanfblättern. Die Mischung kombiniert Hanfblätter mit Salbei, Hopfen und Lavendel.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als würzig, blumig und mild. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Salbei, Hopfen und Lavendel</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Salbei – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Dreams 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Dreams, 30 g: Kräuterteemischung mit Salbei, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Dreams 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23189,HJ-7199273,(sonstige),Bio Hanf Tee Sweed Energy 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Energy ist eine Kräuterteemischung auf Basis von Hanfblättern. Die Mischung verbindet Hanfblätter mit Mate, Orange und Granatapfel.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als fruchtig-frisch mit Zitrus- und Granatapfelnoten. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Mate, Orange und Granatapfel</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
<li><b>Hinweis:</b> enthält natürliches Koffein aus Mate</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Mate – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Energy 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Energy, 30 g: Kräuterteemischung mit Mate, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Energy 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23183,HJ-1579488,(sonstige),Bio Hanf Tee Sweed Harmony 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Harmony ist eine Kräuterteemischung auf Basis von Hanfblättern. Neben Hanfblättern enthält die Mischung Brombeerblätter, Schafgarbe und Süßholz.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als mild-aromatisch. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Brombeerblätter, Schafgarbe und Süßholz</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Brombeerblätter – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Harmony 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Harmony, 30 g: Kräuterteemischung mit Brombeerblätter, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Harmony 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23192,HJ-3688827,(sonstige),Bio Hanf Tee Sweed Hemp 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Hemp ist eine Kräuterteemischung auf Basis von Hanfblättern. Diese Mischung besteht ausschließlich aus getrockneten Hanfblättern aus kontrolliert biologischem Anbau – zertifiziert nach DE-ÖKO-006.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als kräftig und authentisch hanfig. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> ausschließlich getrocknete Hanfblätter</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und ausschließlich getrocknete Hanfblätter – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Hemp 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Hemp, 30 g: Kräuterteemischung mit Hanf, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Hemp 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23186,HJ-2959342,(sonstige),Bio Hanf Tee Sweed Love 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Love ist eine Kräuterteemischung auf Basis von Hanfblättern. Zu den Hanfblättern kommen Hagebutte, Honigbusch und Rosenblätter.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als harmonisch und leicht fruchtig. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Hagebutte, Honigbusch und Rosenblätter</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Hagebutte – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Love 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Love, 30 g: Kräuterteemischung mit Hagebutte, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Love 30g,"Produktdaten Shop, abgerufen 14.09.2026"
23195,HJ-9871657,(sonstige),Bio Hanf Tee Sweed Morning 30g,Hanftee,fertig,"<p>Der Bio Hanf Tee Sweed Morning ist eine Kräuterteemischung auf Basis von Hanfblättern. Insgesamt neun Bio-Kräuter sind in dieser Mischung enthalten, darunter Fenchel, Melisse und Kamille.</p>
<p>Geschmacklich beschreibt der Hersteller die Mischung als frisch, mild-würzig und ausgewogen. Alle Zutaten stammen aus kontrolliert biologischem Anbau, Zusätze enthält die Mischung nicht. Die Packung enthält 30 Gramm.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 30 g</li>
<li><b>Zutaten:</b> Hanf, Fenchel, Melisse und Kamille</li>
<li><b>Qualität:</b> kontrolliert biologischer Anbau</li>
<li><b>Zusätze:</b> keine</li>
<li><b>Vegan:</b> ja</li>
</ul>
<h3>Hinweise</h3>
<p>Kräutertees sind Lebensmittel. Angaben zu einer gesundheitlichen Wirkung sind für diese Erzeugnisse nicht zugelassen und werden hier bewusst nicht gemacht. Trocken, kühl und aromadicht verschlossen lagern. Für die Zubereitung wird ein Teelöffel mit heißem Wasser übergossen und einige Minuten ziehen gelassen.</p>
","<p>Bio-Kräuterteemischung mit Hanf und Fenchel – 30 g, vegan und ohne Zusätze.</p>
",Bio Hanf Tee Sweed Morning 30g kaufen | Hanfjack,"Bio Hanf Tee Sweed Morning, 30 g: Kräuterteemischung mit Fenchel, bio und vegan. Jetzt bei Hanfjack bestellen.",Bio Hanf Tee Sweed Morning 30g,"Produktdaten Shop, abgerufen 14.09.2026"
