id,marke,slug,produkte,beschreibung,seo_title,meta_description,focus_keyword
16446,Nutriculture,nutriculture,2,"Nutriculture ist ein britischer Hersteller von Hydroponiksystemen.

X-Stream ist ein Vermehrungssystem: Die Stecklinge stehen über einem Nebel aus Nährlösung, der die Schnittstelle ständig feucht hält. Es gibt es für 20 und 40 Pflanzen.",Nutriculture X-Stream Vermehrungssysteme kaufen | Hanfjack,Nutriculture: X-Stream Vermehrungssysteme mit Sprühnebel für 20 und 40 Stecklinge. Jetzt bei Hanfjack.,Nutriculture
5418,OCB,ocb,3,"OCB ist ein französischer Papierhersteller und eine der ältesten Marken in diesem Bereich.

Die Slim-Premium-Papers kommen im Format 109 × 44 mm mit natürlicher Akaziengummierung und werden chlorfrei hergestellt. Dazu führt die Marke Rolling Trays aus Aluminium und Aufbewahrungsboxen mit Echtholzdeckel.","OCB Papers, Trays und Boxen kaufen | Hanfjack","OCB: Slim-Premium-Papers mit Akaziengummi, chlorfrei, dazu Alu-Trays und Rolling Box. Bei Hanfjack bestellen.",OCB
16476,Ona,ona,0,"Ona ist eine Marke für Geruchsneutralisierer in mehreren Darreichungsformen.

Es gibt Gel mit 400 und 732 g, Blöcke mit 170 g, Sprays mit 250 ml und ein Liquid mit 922 ml. Die Duftrichtungen heißen Fresh Linen und Pro. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Ona Geruchsneutralisierer kaufen | Hanfjack,"Ona: Geruchsneutralisierer als Gel, Block, Spray und Liquid in Fresh Linen und Pro. Jetzt bei Hanfjack bestellen.",Ona
128,Palacio,palacio,32,"Palacio ist eine Pflegemarke mit Hanf als durchgehendem Bestandteil – Massagegele, Cremes, Salben, Shampoo und Badezusätze.

Die Massagegele gibt es in drei Richtungen: wärmend als Cannahot, kühlend als Cannacool und neutral ohne Zusatz. Mehrere Produkte sind zusätzlich als Forte-Ausführung erhältlich, also stärker dosiert. Alle Artikel sind kosmetische Mittel zur äußerlichen Anwendung.",Palacio Hanf-Pflegeprodukte kaufen | Hanfjack,"Palacio: Massagegele wärmend und kühlend, Cremes, Salben und Shampoo mit Hanf. Jetzt bei Hanfjack bestellen.",Palacio
2168,Paradise Seeds,paradise-seeds,18,"Paradise Seeds ist eine niederländische Samenbank und arbeitet seit den frühen Neunzigern aus Amsterdam.

Im Programm stehen feminisierte und selbstblühende Sorten, darunter langjährige Linien wie Wappa, Vertigo und Acid. Die Marke legt Wert auf gleichbleibende Genetik über die Jahre statt auf schnell wechselnde Neuheiten.",Paradise Seeds Hanfsamen kaufen | Hanfjack,Paradise Seeds aus Amsterdam: feminisierte und selbstblühende Sorten wie Wappa und Acid. Jetzt bei Hanfjack.,Paradise Seeds
13842,Phinest Cannabis,phinest-cannabis,1,"Phinest Cannabis ist eine US-Samenbank; im Shop steht Crostata.

Die Marke arbeitet mit eigenen Selektionen und Zusammenarbeiten mit anderen Züchtern.",Phinest Cannabis Crostata kaufen | Hanfjack,Phinest Cannabis: Crostata aus dem Programm der US-Samenbank mit eigenen Selektionen und Kooperationen. Bei Hanfjack.,Phinest Cannabis
16046,Phonic Trap,phonic-trap,7,"Phonic Trap ist ein Schalldämmschlauch für Abluftanlagen.

Der Schlauch ist mehrschichtig aufgebaut und dämpft das Laufgeräusch des Ventilators auf der Strecke zwischen Filter und Auslass. Es gibt ihn in Durchmessern von 102 bis 315 mm, als 3- und 10-Meter-Stück.",Phonic Trap Schalldämmschlauch kaufen | Hanfjack,"Phonic Trap: schalldämmender Abluftschlauch von 102 bis 315 mm, als 3- und 10-Meter-Stück. Jetzt bei Hanfjack.",Phonic Trap
1953,Plagron,plagron,47,"Plagron ist ein niederländischer Hersteller von Erden, Substraten und Düngern und deckt beide Seiten ab: Substrat und Nährstoff aus einer Hand.

Die Erden unterscheiden sich vor allem darin, wie lange sie vorgedüngt sind – Lightmix für eine Woche, Growmix für drei, Allmix und Royalmix für sechs. Promix kommt ohne Vordüngung, wenn die Nährstoffgabe von Anfang an selbst gesteuert werden soll. Dazu kommen Kokossubstrate und organische Dünger wie Bat Guano und Supermix.","Plagron Erde, Substrate und Dünger kaufen | Hanfjack","Plagron: Erden von Lightmix bis Royalmix, Kokossubstrate und organische Dünger. Jetzt bei Hanfjack bestellen.",Plagron
16478,PLANT!T,plantt,1,"PLANT!T liefert Zubehör für die Aufhängung im Anbauraum.

Die YoYos sind federbelastete Seilzüge, mit denen sich Lampen und Filter mit einem Griff in der Höhe verstellen lassen. Im Shop steht das Achterset.",PLANT!T YoYo Aufhängung kaufen | Hanfjack,"PLANT!T: federbelastete YoYo-Seilzüge zum Höhenverstellen von Lampen und Filtern, im 8er-Set. Jetzt bei Hanfjack.",PLANT!T
16524,Pollinator,pollinator,2,"Pollinator ist ein niederländischer Hersteller von Trommelsieben für die trockene Trennung.

Das Material rotiert in einer Trommel über einem Sieb; die Harzdrüsen fallen durch, das Pflanzenmaterial bleibt zurück. Die Geräte gibt es für Chargen bis 150 g und bis 500 g.",Pollinator Trommelsiebe kaufen | Hanfjack,"Pollinator: Trommelsiebe für die Trockensiebung, für Chargen bis 150 g und bis 500 g. Jetzt bei Hanfjack.",Pollinator
8696,PotKing,potking,6,"PotKing stellt Stofftöpfe aus Vliesmaterial her, das aus recyceltem PET gewonnen wird.

Die luftdurchlässige Wandung lässt Wurzelspitzen an der Außenseite abtrocknen, sodass sich mehr Feinwurzeln bilden und keine Staunässe steht. Die Töpfe gibt es im Set von 8 bis 39 Litern.",PotKing Stofftöpfe kaufen | Hanfjack,"PotKing: luftdurchlässige Stofftöpfe aus recyceltem PET, im Set von 8 bis 39 Litern. Jetzt bei Hanfjack bestellen.",PotKing
14171,Preferred Gardens,preferred-gardens,0,"Preferred Gardens benennt sein Programm durchgehend nach den gekreuzten Elternlinien.

Geführt werden Twin x Znackz, Verzace x Znackz, Twin x Blue Zu, Blue Zu x Znackz, Lemon Tree x Lazer Gun, Zoap x Blue Zu, D-Lish x Znackz, Zoap x Lazer Gun und Znackz x Lazer Gun. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Preferred Gardens Hanfsamen kaufen | Hanfjack,"Preferred Gardens: Kreuzungen rund um Znackz, Blue Zu, Zoap und Lazer Gun. Jetzt bei Hanfjack bestellen.",Preferred Gardens
16044,Prima Klima,prima-klima,15,"Prima Klima ist ein deutscher Hersteller von Ventilatoren und Lüftungstechnik.

Das Programm reicht von kleinen Rohrventilatoren bis zu Geräten mit 4250 m³/h. Die EC-Modelle lassen sich stufenlos regeln; die THC-Ausführungen haben einen Temperatur- und Feuchteregler bereits eingebaut und starten bei 0 m³/h.",Prima Klima Ventilatoren und Lüftungstechnik kaufen | Hanfjack,"Prima Klima: Rohrventilatoren mit EC-Motor bis 4250 m³/h, THC-Modelle mit eingebautem Regler. Bei Hanfjack.",Prima Klima
7647,Prof,prof,0,"Prof steht für Feuerzeuge mit gedruckten Motiven.

Aus dem Programm stammt eine Ausführung mit Rasta-Leaves-Motiv; welches Motiv geliefert wird, entscheidet der Zufall. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Prof Feuerzeug Rasta Leaves kaufen | Hanfjack,"Prof: Feuerzeug mit Rasta-Leaves-Motiv, die Motivauswahl erfolgt zufällig. Jetzt bei Hanfjack bestellen.",Prof
16507,Pure Factory,pure-factory,2,"Pure Factory liefert Zubehör für die Verarbeitung, im Shop den Top Spinner Rotor.

Die Rotoren gibt es in zwei Durchmessern, 19 und 24 Zoll, passend zur jeweiligen Maschinengröße.",Pure Factory Top Spinner Rotor kaufen | Hanfjack,Pure Factory: Top Spinner Rotor in 19 und 24 Zoll für die Verarbeitung. Jetzt bei Hanfjack bestellen.,Pure Factory
1848,PURIZE,purize,59,"PURIZE ist ein deutscher Hersteller von Aktivkohlefiltern und hat das schlanke 6-mm-Format im deutschsprachigen Raum bekannt gemacht.

Die Filter gibt es in mehreren Durchmessern – XTRA Slim mit 6 mm, Regular Size mit 9 mm und als konische Ausführung. Die Aktivkohle wird aus Kokosnussschalen gewonnen. Dazu kommen Papers, vorgerollte Cones, Holzmundstücke und Rolling Trays aus Pflanzenfaser-Verbundstoff.",PURIZE Aktivkohlefilter und Zubehör kaufen | Hanfjack,"PURIZE: Aktivkohlefilter in 6 und 9 mm aus Kokosnussschale, dazu Papers, Cones und Trays. Jetzt bei Hanfjack bestellen.",PURIZE
12993,PuroCuro,purocuro,1,"PuroCuro führt ein Hanf-CBD-Pflaster zur äußerlichen Anwendung.

Das Pflaster gibt seinen Inhalt über die Haut ab. Angaben zu einer gesundheitlichen Wirkung sind nicht zulässig und werden hier bewusst nicht gemacht.",PuroCuro Hanf-CBD-Pflaster kaufen | Hanfjack,"PuroCuro: Hanf-CBD-Pflaster mit 2048 mg, das seinen Inhalt über die Haut abgibt. Jetzt bei Hanfjack bestellen.",PuroCuro
8576,Purpl Scientific,purpl-scientific,1,"Purpl Scientific baut ein tragbares Messgerät für Cannabinoidgehalte.

Das Purpl PRO arbeitet mit Nahinfrarot-Spektroskopie und liefert einen Näherungswert ohne Laboranalyse. Für rechtlich verwertbare Werte bleibt ein Labor nötig.",Purpl PRO THC-Messgerät kaufen | Hanfjack,Purpl Scientific: PRO-Messgerät mit Nahinfrarot-Spektroskopie für Cannabinoid-Näherungswerte. Bei Hanfjack.,Purpl
16634,Purple City Genetics,purple-city-genetics,5,"Purple City Genetics ist eine Samenbank aus Oakland, Kalifornien, und arbeitet mit einem eigenen Testverfahren für ihre Linien.

Das Programm umfasst feminisierte und reguläre Sorten wie Purple #40, Smac Town und Limón Picón. Reguläre Packungen richten sich an alle, die selbst selektieren wollen.",Purple City Genetics Hanfsamen kaufen | Hanfjack,Purple City Genetics aus Oakland: feminisierte und reguläre Linien wie Purple #40. Jetzt bei Hanfjack bestellen.,Purple City Genetics
2622,Pyramid Seeds,pyramid-seeds,62,"Pyramid Seeds ist eine spanische Samenbank und führt viele ihrer Sorten in vier Ausführungen nebeneinander.

Zu einer Linie wie White Widow gibt es feminisiert, selbstblühend, als CBD-Version und als CBD-Autoflower – wer eine bestimmte Sorte mit niedrigerem THC-Anteil sucht, findet sie hier meist auch. Dazu kommen eigene Kreuzungen wie Black Cherry Punch.",Pyramid Seeds Hanfsamen kaufen | Hanfjack,"Pyramid Seeds: viele Sorten als feminisiert, Auto, CBD und CBD-Auto nebeneinander. Jetzt bei Hanfjack bestellen.",Pyramid Seeds
16517,Qnubu,qnubu,28,"Qnubu liefert das Zubehör rund um Extraktion, Verarbeitung und Lagerung.

Dazu gehören geruchsdichte Zip-Beutel in mehreren Größen, Aluminiumbeutel zum Verschweißen, Silikonbehälter und -matten für Konzentrate sowie Zubehör für Pressen. Die Silikonartikel sind antihaftend und lassen sich rückstandsarm ausräumen.",Qnubu Extraktions- und Lagerzubehör kaufen | Hanfjack,"Qnubu: geruchsdichte Zip-Beutel, Aluminiumbeutel, Silikonbehälter und -matten für Konzentrate. Bei Hanfjack bestellen.",Qnubu
1756,RAW,raw,25,"RAW ist eine der bekanntesten Papermarken und steht für ungebleichtes Papier ohne Zusatzstoffe.

Neben Papers in mehreren Formaten und vorgerollten Hülsen führt die Marke Zubehör: Rolling Trays in verschiedenen Größen mit passenden Deckeln, Aschenbecher, Mason Jars, Filter und eine Tray-Variante mit eingebauter Feinwaage.","RAW Papers, Trays und Zubehör kaufen | Hanfjack","RAW: ungebleichte Papers, vorgerollte Hülsen, Rolling Trays mit Deckel, Aschenbecher und Gläser. Bei Hanfjack.",RAW
13853,Relentless Genetics,relentless-genetics,2,"Relentless Genetics ist eine US-Samenbank mit eigenen Kreuzungen.

Im Shop stehen einzelne Linien wie Colorado Night Shifter und Super Orange Glue. Ausführliche Datenblätter veröffentlicht der Züchter zu diesen Sorten nicht.",Relentless Genetics Hanfsamen kaufen | Hanfjack,Relentless Genetics: US-Linien wie Colorado Night Shifter und Super Orange Glue. Jetzt bei Hanfjack bestellen.,Relentless Genetics
3938,Rhino,rhino,0,"Rhino stellt Aktivkohlefilter für die Abluft her.

Geführt wird die Pro-Serie als Variantenprodukt. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Rhino Pro Aktivkohlefilter kaufen | Hanfjack,Rhino: Aktivkohlefilter der Pro-Serie für die Abluftreinigung im Growraum. Jetzt bei Hanfjack bestellen.,Rhino
15525,RIPNDIP x HEMPER,ripndip-x-hemper,1,"RIPNDIP x HEMPER ist eine Zusammenarbeit der Streetwear-Marke RIPNDIP mit HEMPER.

Im Shop steht der Nermal Persönliche Luftfilter – ein kleines Gerät, in das ausgeatmet wird und das den Rauchgeruch bindet.",RIPNDIP x HEMPER Luftfilter kaufen | Hanfjack,RIPNDIP x HEMPER: Nermal Persönlicher Luftfilter gegen Rauchgeruch im Streetwear-Design. Bei Hanfjack.,RIPNDIP x HEMPER
2619,Ripper Seeds,ripper-seeds,20,"Ripper Seeds ist eine spanische Samenbank aus Katalonien mit eigenen feminisierten Linien.

Bekannt ist die Marke vor allem für Zombie Kush, die es zusätzlich als Autoflower gibt. Das übrige Programm umfasst Sorten wie Washing Machine, Zake und Zombie Bride.",Ripper Seeds Hanfsamen kaufen | Hanfjack,"Ripper Seeds aus Katalonien: feminisierte Sorten wie Zombie Kush, auch als Autoflower. Jetzt bei Hanfjack bestellen.",Ripper Seeds
16348,Rock Nutrients,rock-nutrients,3,"Rock Nutrients ist ein Düngerhersteller und im Shop mit Rock Resinator vertreten.

Der Zusatz ist für die Blütephase ausgelegt und zielt auf die Harzbildung. Es gibt ihn von 250 ml bis 5 Liter.",Rock Nutrients Rock Resinator kaufen | Hanfjack,"Rock Nutrients: Rock Resinator als Blütezusatz für die Harzbildung, 250 ml bis 5 Liter. Bei Hanfjack.",Rock Nutrients
16443,Romberg,romberg,1,"Romberg ist ein deutscher Hersteller von Anzuchtzubehör.

Im Shop steht ein kleines Zimmergewächshaus mit 38 × 24 cm – für die Anzucht auf der Fensterbank, wo Feuchtigkeit und Wärme unter der Haube bleiben.",Romberg Zimmergewächshaus kaufen | Hanfjack,"Romberg: Zimmergewächshaus mit 38 × 24 cm für die Anzucht auf der Fensterbank, hält Wärme und Feuchte. Bei Hanfjack.",Romberg
3957,Root Pouch,root-pouch,1,"Root Pouch stellt Pflanzsäcke aus recyceltem Textilmaterial her.

Die luftdurchlässige Wandung lässt Wurzelspitzen abtrocknen, sodass sich mehr Feinwurzeln bilden. Im Shop steht die Ausführung mit Griffen und 78 Litern.",Root Pouch Pflanzsack kaufen | Hanfjack,Root Pouch: luftdurchlässiger Pflanzsack aus recyceltem Textil mit 78 Litern und Griffen. Bei Hanfjack.,Root Pouch
12720,ROOT!T,roott,5,"ROOT!T ist auf die Anzucht spezialisiert – Bewurzelung, Beleuchtung und Wärme für Stecklinge und Sämlinge.

Das Rooting Gel wird auf die Schnittstelle aufgetragen und versiegelt sie zugleich. Dazu kommen LED-Leisten für die Anzucht und ein Thermostat, mit dem sich Heizmatten auf eine feste Temperatur regeln lassen.",ROOT!T Anzuchtzubehör kaufen | Hanfjack,"ROOT!T: Rooting Gel für Stecklinge, LED-Leisten für die Anzucht und Heizmatten-Thermostat. Bei Hanfjack.",ROOT!T
3669,Royal Queen Seeds,royal-queen-seeds,178,"Royal Queen Seeds ist ein niederländischer Samenhersteller und im Shop mit dem größten Sortenprogramm vertreten – feminisiert, selbstblühend und als F1-Hybride.

Die F1-Reihe ist die jüngste Entwicklung der Marke: echte erste Filialgeneration, die deutlich einheitlicher wächst als übliche Kreuzungen. Dazu kommen die Sorten aus der Zusammenarbeit mit Mike Tyson sowie Zubehör wie Aufbewahrungsgläser und ein Taschenmikroskop.",Royal Queen Seeds Hanfsamen kaufen | Hanfjack,"Royal Queen Seeds: feminisierte, selbstblühende und F1-Sorten sowie die Tyson-Reihe. Jetzt bei Hanfjack bestellen.",Royal Queen Seeds
16471,RoyalRoom,royalroom,1,"RoyalRoom baut Growzelte.

Die Classic Serie deckt die gängigen Formate ab; das Modell C120S steht für eine Grundfläche von 120 cm in der schmalen Ausführung.",RoyalRoom Growzelte der Classic Serie kaufen | Hanfjack,"RoyalRoom: Growzelte der Classic Serie, im Shop das Modell C120S mit 120 cm Grundfläche. Bei Hanfjack.",RoyalRoom
16305,S&amp;R Organics,sr-organics,7,"S&amp;R Organics stellt Dünger auf rein pflanzlicher Basis her – die GreenPower-Reihe kommt ohne tierische Bestandteile aus.

Neben dem 5in1-Grunddünger gibt es gezielte Ergänzungen wie VeganCalMagBoost und VeganPhosphorBoost. Die Gebinde reichen bis 10 Liter.",S&R Organics vegane Dünger kaufen | Hanfjack,"S&R Organics: GreenPower 5in1 sowie VeganCalMag- und VeganPhosphorBoost, rein pflanzlich. Jetzt bei Hanfjack.",S&R Organics
1891,SANlight,sanlight,33,"SANlight ist ein österreichischer Hersteller von LED-Beleuchtung für den Innenanbau und fertigt in Europa.

Die EVO-Serie ist modular aufgebaut: Die Bezeichnung nennt die Zahl der Module und die Länge, also etwa EVO 4-120 für vier Module auf 120 cm. Alle EVO-Leuchten haben Schutzart IP65. Die FLEX-Serie deckt Anzucht und Stecklinge ab. Dazu kommen Dimmer, Verteilerblöcke und Kabel.",SANlight EVO und FLEX LED-Lampen kaufen | Hanfjack,"SANlight: modulare EVO-LED-Leuchten mit IP65, FLEX-Serie für die Anzucht, Dimmer und Kabel. Jetzt bei Hanfjack.",SANlight
8830,Schumann Naturdünger,schumann-naturduenger,1,"Schumann Naturdünger ist ein deutscher Hersteller organischer Dünger.

Im Shop steht ein 4-in-1-Set, das die Gaben für Wachstum und Blüte zusammenfasst. Organische Dünger wirken über das Bodenleben und damit langsamer als mineralische.",Schumann Naturdünger 4-in-1 Set kaufen | Hanfjack,Schumann Naturdünger: organisches 4-in-1-Set für Wachstum und Blüte aus deutscher Herstellung. Bei Hanfjack.,Schumann Naturdünger
2175,Seed Junky Genetics,seed-junky-genetics,3,"Seed Junky Genetics ist eine US-Samenbank und hat einige der meistverbreiteten Linien der letzten Jahre hervorgebracht.

Wedding Cake und Permanent Marker stammen aus diesem Zuchtprogramm und tauchen heute in den Stammbäumen zahlloser anderer Sorten auf.",Seed Junky Genetics Hanfsamen kaufen | Hanfjack,Seed Junky Genetics: die Samenbank hinter Wedding Cake und Permanent Marker. Jetzt bei Hanfjack bestellen.,Seed Junky Genetics
16637,Seedsman,seedsman,76,"Seedsman ist eine britische Samenbank, die neben eigenen Linien auch Klassiker anderer Züchter in eigener Abfüllung führt.

Dadurch stehen bekannte Sorten wie White Widow, Skunk und Zkittlez in mehreren Ausführungen nebeneinander – feminisiert, selbstblühend und als Fast-Version mit verkürzter Blüte. Ergänzt wird das Programm um CBD-reiche Sorten mit hohem CBD-zu-THC-Verhältnis.",Seedsman Hanfsamen kaufen | Hanfjack,"Seedsman: Klassiker wie White Widow und Zkittlez als feminisiert, Auto, Fast und CBD-Linie. Jetzt bei Hanfjack bestellen.",Seedsman
2643,Sensi Seeds,sensi-seeds,100,"Sensi Seeds aus Amsterdam gehört zu den ältesten Samenbanken der Welt und hat einen großen Teil der heute verbreiteten Genetik mit aufgebaut.

Das Sortiment führt viele Ursprungslinien in ihrer ursprünglichen Form weiter – Hindu Kush, Super Skunk, Northern Lights, Jack Herer – und bietet sie jeweils feminisiert, regulär und teils selbstblühend an. Reguläre Samen sind hier kein Restposten, sondern Programm: Sie sind die Grundlage für eigene Zuchtarbeit.",Sensi Seeds Hanfsamen kaufen | Hanfjack,"Sensi Seeds: Klassiker aus Amsterdam wie Hindu Kush und Super Skunk, feminisiert und regulär. Jetzt bei Hanfjack bestellen.",Sensi Seeds
4751,Serious Seeds,serious-seeds,27,"Serious Seeds ist eine kleine niederländische Samenbank mit bewusst schmalem Programm – wenige Sorten, dafür über Jahrzehnte gepflegt.

AK47, White Russian, Chronic und Warlock gehören zu den meistausgezeichneten Linien der Neunziger und werden bis heute unverändert weitergeführt. Die meisten Sorten gibt es feminisiert und regulär, einige zusätzlich als Autoflower.",Serious Seeds Hanfsamen kaufen | Hanfjack,"Serious Seeds: AK47, White Russian und Chronic – Klassiker feminisiert und regulär. Jetzt bei Hanfjack bestellen.",Serious Seeds
15548,SHEESH,sheesh,0,"SHEESH führt Einweg-Vapes und Pods in mehreren Baureihen.

Die Hyper Series DNT-9 kommt mit 2 ml, die Superior Pro Vapes mit 1 ml und die Signature Pods mit 2 ml. Die Geschmacksrichtungen reichen von Zkittlez und Super Lemon Haze über Purple Haze bis Peach Ice und Blueberry. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",SHEESH Vapes und Pods kaufen | Hanfjack,"SHEESH: Hyper Series DNT-9, Superior Pro Vapes und Signature Pods mit 1 und 2 ml. Jetzt bei Hanfjack bestellen.",SHEESH
16633,Silent Seeds,silent-seeds,27,"Silent Seeds ist eine spanische Samenbank mit feminisierten Sorten aus dem aktuellen US-Umfeld.

Das Programm umfasst Linien wie Zkittlez 2.0, Watermelon Runtz, Starfire OG und Polar Gelato. Der Schwerpunkt liegt auf photoperiodischen Sorten, ergänzt um einige selbstblühende Fassungen.",Silent Seeds Hanfsamen kaufen | Hanfjack,"Silent Seeds: feminisierte Sorten wie Zkittlez 2.0, Watermelon Runtz und Starfire OG. Jetzt bei Hanfjack bestellen.",Silent Seeds
15524,Smoke Fiends,smoke-fiends,18,"Smoke Fiends stellt persönliche Luftfilter her – kleine Geräte, in die ausgeatmet wird und die den Rauchgeruch binden.

Die Filter gibt es in mehreren Ausführungen, für jede sind Ersatzfilter einzeln und im Dreierpack erhältlich. Der Filtereinsatz ist der Verschleißteil und wird nach einer gewissen Zahl von Zügen getauscht.",Smoke Fiends Luftfilter und Ersatzfilter kaufen | Hanfjack,Smoke Fiends: persönliche Luftfilter gegen Rauchgeruch samt Ersatzfiltern einzeln und im 3er-Pack. Bei Hanfjack.,Smoke Fiends
1762,Smoking,smoking,8,"Smoking ist ein spanischer Papierhersteller aus Alcoy und produziert dort seit dem 19. Jahrhundert.

Die Reihen unterscheiden sich vor allem in der Papierstärke: Thinnest mit rund 12 g/m² ist das dünnste, Deluxe und Master liegen bei etwa 13 g/m². Master kommt im schmalen King-Size-Format, Red und die Creators-Reihe bringen Tips im selben Heft mit. Das Papier ist FSC-zertifiziert.",Smoking Papers kaufen | Hanfjack,"Smoking aus Alcoy: Papers von Thinnest mit 12 g/m² bis Master und Deluxe, FSC-zertifiziert. Jetzt bei Hanfjack.",Smoking
14641,Solfire Gardens,solfire-gardens,23,"Solfire Gardens ist eine US-Samenbank mit feminisierten Linien, die überwiegend in Sechserpackungen kommen.

Die Sorten tragen Namen wie Yacht Party, Trap God und Sundae Supper und stammen aus dem eigenen Zuchtprogramm. Ausführliche Datenblätter veröffentlicht der Züchter zu den einzelnen Linien nicht.",Solfire Gardens Hanfsamen kaufen | Hanfjack,"Solfire Gardens: feminisierte US-Linien wie Yacht Party und Trap God, meist 6 Samen. Jetzt bei Hanfjack bestellen.",Solfire Gardens
16442,Speedgrow,speedgrow,2,"Speedgrow stellt Anzuchtmedien auf Basis eines offenporigen Schaums her.

Der Schaum hält Wasser und Luft zugleich; die Wurzel wächst hindurch, ohne dass beim Umsetzen etwas abreißt. Die Trays gibt es mit 84 und 126 Plätzen in unterschiedlichen Lochdurchmessern.",Speedgrow Anzuchttrays kaufen | Hanfjack,Speedgrow: Anzuchttrays aus offenporigem Schaum mit 84 und 126 Plätzen. Jetzt bei Hanfjack bestellen.,Speedgrow
6230,Spider Farmer,spider-farmer,111,"Spider Farmer stellt Technik für den Innenanbau her – LED-Lampen, Growboxen, Abluft, Klimageräte und Steuerung.

Der Schwerpunkt liegt auf dem Genius Grow System: einem Controller, der Lampe, Lüfter, Befeuchter und Entfeuchter über Sensoren zusammenführt und per App steuerbar ist. Daneben führt die Marke Komplettsets aus Box und Lampe sowie Zubehör von Anzuchtschalen bis Bowl Trimmer.","Spider Farmer LED, Growbox und Technik kaufen | Hanfjack","Spider Farmer: LED-Lampen, Growboxen, Abluft und das Genius Grow System mit App-Steuerung. Jetzt bei Hanfjack bestellen.",Spider Farmer
134,Storz &amp; Bickel,storz-bickel,21,"Storz &amp; Bickel fertigt in Tuttlingen und gilt als Referenz im Vaporizer-Bau. Die Geräte sind als Medizinprodukt zertifiziert.

Das Programm teilt sich in Tischgeräte und tragbare: der Volcano mit Ballonsystem als Klassiker, dazu VENTY, MIGHTY+, CRAFTY+ und VEAZY für unterwegs. Alle Geräte arbeiten mit einstellbarer Temperatur; Zubehör wie Dosierkapseln und Füllhilfen passt modellübergreifend.",Storz & Bickel Vaporizer kaufen | Hanfjack,"Storz & Bickel aus Tuttlingen: Volcano, VENTY, MIGHTY+, CRAFTY+ und VEAZY samt Zubehör. Jetzt bei Hanfjack bestellen.",Storz & Bickel
16346,SUPERthrive,superthrive,2,"SUPERthrive ist ein US-Klassiker unter den Pflanzenhilfsmitteln und wird seit den Vierzigerjahren unverändert hergestellt.

Das Mittel ist stark konzentriert und wird tropfenweise dosiert; entsprechend lange reichen die Flaschen. Es gibt es in 120 und 480 ml.",SUPERthrive Vitamin kaufen | Hanfjack,"SUPERthrive: hochkonzentriertes Pflanzenhilfsmittel, tropfenweise dosiert, in 120 und 480 ml. Bei Hanfjack.",SUPERthrive
791,Sweedbar,sweedbar,38,"Sweedbar ist eine Marke mit breitem Sortiment rund um Hanf: selbstblühende Samen, CBD-Blüten und -Extrakte sowie Lebensmittel wie Tees.

Die CBD-Artikel werden in Deutschland als Aromaprodukte gehandelt und sind nicht zum Verzehr bestimmt; zu einer gesundheitlichen Wirkung sind keine Angaben zulässig. Die Samenlinie umfasst bekannte Sorten wie Northern Lights, Orange Bud und Zkittlez in selbstblühender Fassung.","Sweedbar Samen, CBD-Blüten und Tees kaufen | Hanfjack","Sweedbar: selbstblühende Samen, CBD-Blüten als Aromaprodukt und Hanftees. Jetzt bei Hanfjack bestellen.",Sweedbar
11573,Sweet Seeds,sweet-seeds,81,"Sweet Seeds ist eine spanische Samenbank aus Valencia und hat sich früh auf selbstblühende Sorten spezialisiert.

Die Bezeichnungen im Sortiment folgen einem festen Schema: XL Auto steht für die ertragsstärkeren Autoflower-Linien, F1 FAST für photoperiodische Sorten mit verkürzter Blüte. Dazu kommen CBD-reiche Linien für alle, die einen niedrigeren THC-Anteil suchen.",Sweet Seeds Hanfsamen kaufen | Hanfjack,"Sweet Seeds aus Valencia: XL-Autoflower, F1-FAST-Sorten mit kurzer Blüte und CBD-Linien. Jetzt bei Hanfjack bestellen.",Sweet Seeds
14038,Terphogz,terphogz,16,"Terphogz ist die Samenbank hinter der Zkittlez-Linie und führt deren Nachkommen weiter.

Die Sorten tragen fast alle ein Z im Namen – Pineapple Zowah, White Zlushie, Banana Zruntz – und kommen in Zehnerpackungen. Angeboten werden sie regulär und feminisiert.",Terphogz Hanfsamen kaufen | Hanfjack,"Terphogz: die Samenbank hinter Zkittlez, mit Linien wie White Zlushie und Banana Zruntz. Bei Hanfjack bestellen.",Terphogz
16640,TerpyZ Mutant Genetics,terpyz-mutant-genetics,11,"TerpyZ Mutant Genetics ist eine Samenbank, die gezielt mit Mutationen arbeitet – etwa panaschierten Blättern oder abweichendem Blattwuchs.

Die Linien kommen als reguläre Samen, weil sich solche Merkmale nur über eigene Selektion weitertragen lassen. Kürzel wie GP und AD im Namen kennzeichnen die jeweilige Zuchtlinie.",TerpyZ Mutant Genetics Hanfsamen kaufen | Hanfjack,TerpyZ Mutant Genetics: reguläre Samen mit Mutationen wie panaschierten Blättern. Jetzt bei Hanfjack bestellen.,TerpyZ Mutant Genetics
